0,1
0,2
0,3
0,6
0,8
0,11
0,14
0,21
0,31
0,33
0,73
0,77
0,346
1,2
1,12
1,16
1,24
1,25
1,40
1,54
1,173
1,176
1,184
1,224
1,272
2,3
2,4
2,5
2,6
2,7
2,37
2,220
2,268
2,297
2,507
3,4
3,8
3,15
3,31
3,34
3,96
3,99
3,328
3,335
3,445
3,452
4,5
4,10
4,13
4,16
4,25
4,186
4,191
4,336
5,7
5,10
5,17
5,29
5,36
5,42
5,45
5,57
5,108
5,485
6,11
6,12
6,17
6,18
6,20
6,26
6,48
6,104
6,120
6,148
6,294
6,417
7,9
7,37
7,95
7,150
7,186
7,336
7,367
7,418
8,9
8,21
8,35
8,90
8,165
8,455
9,13
9,14
9,24
9,27
9,70
9,80
9,105
9,155
9,215
9,503
10,23
10,38
10,47
10,59
10,117
10,257
10,313
10,339
11,19
11,22
11,46
11,49
11,69
11,169
11,325
11,357
12,23
12,71
12,88
12,95
12,118
12,128
12,141
12,212
12,280
13,15
13,27
13,74
13,167
13,316
13,333
14,19
14,28
14,32
14,58
14,122
14,151
14,206
14,207
14,253
14,300
15,41
15,53
15,76
15,98
15,107
15,114
15,373
16,50
16,51
16,66
16,124
17,18
17,29
17,42
17,45
17,72
18,20
18,30
18,48
18,56
18,115
18,351
19,22
19,46
19,203
19,283
19,293
20,89
20,236
20,356
20,425
21,34
21,35
21,39
21,76
21,180
21,290
21,342
21,377
22,28
22,62
22,140
22,203
22,233
23,26
23,38
23,71
23,187
23,257
24,54
24,60
24,68
24,101
24,173
24,184
24,198
24,213
24,260
24,434
25,40
25,68
25,110
25,133
26,30
26,43
26,52
26,135
26,139
26,146
26,371
27,70
27,74
27,116
28,58
28,147
28,207
28,243
29,36
29,63
29,162
29,312
29,494
30,32
30,43
30,89
30,143
30,166
30,230
30,245
31,33
31,96
31,112
31,170
31,248
31,328
31,413
32,65
32,79
32,93
32,123
32,163
32,292
32,449
33,73
33,75
33,127
33,154
33,262
33,404
33,476
34,39
34,41
34,44
34,157
34,502
35,90
35,327
35,430
36,55
36,61
36,131
36,510
37,51
37,150
37,318
37,378
37,401
37,444
38,47
38,59
38,130
38,429
39,44
39,197
39,290
39,502
40,50
40,129
40,265
40,360
41,53
41,87
41,134
41,137
42,72
42,92
42,94
42,244
42,256
43,143
43,194
43,319
44,153
44,157
45,55
45,57
45,63
45,64
45,84
45,85
45,131
45,352
45,396
45,497
46,49
46,69
46,111
46,169
46,178
46,179
46,261
46,406
46,419
46,509
47,52
47,100
47,102
47,135
47,304
47,337
47,459
48,56
48,115
48,351
49,75
49,81
49,82
49,210
49,237
49,372
50,66
50,161
50,258
50,388
50,470
50,486
51,91
51,136
52,83
52,100
52,106
52,138
52,277
53,87
53,98
53,114
53,137
53,273
53,345
54,60
54,105
54,164
54,172
54,205
54,274
54,492
55,61
55,78
55,219
55,231
55,309
55,382
55,437
56,148
56,284
56,305
56,332
57,92
57,162
57,190
57,263
58,62
58,67
58,147
58,439
59,83
59,102
59,117
59,130
59,287
59,304
59,393
60,101
60,205
60,238
60,274
60,344
60,366
60,473
61,65
61,78
61,84
61,149
61,192
61,407
62,67
62,140
62,159
62,195
62,329
63,64
63,126
63,160
63,267
63,275
64,126
64,158
64,160
64,370
65,79
65,93
65,269
65,449
66,91
66,124
66,161
66,181
66,314
66,426
67,145
67,214
67,216
67,386
68,110
68,129
68,133
69,111
69,154
69,251
69,255
69,384
70,80
70,86
70,193
70,200
71,88
71,128
71,132
72,108
72,190
72,241
72,485
73,77
73,127
73,346
73,347
74,167
74,462
75,81
75,97
75,381
76,119
76,295
76,323
77,249
77,298
77,334
78,149
78,510
79,122
79,123
79,125
79,168
79,288
79,349
79,354
80,86
80,109
80,215
80,264
80,279
80,310
81,82
81,97
81,113
81,121
81,478
82,113
82,121
82,324
83,106
83,199
84,85
84,103
84,158
85,103
85,144
85,267
86,109
86,271
87,134
87,189
87,278
87,317
87,326
87,481
87,482
88,175
88,322
89,166
89,230
89,460
90,112
90,327
90,455
91,136
91,152
91,247
91,343
92,94
92,229
92,244
93,174
93,201
93,252
93,254
93,299
93,420
93,441
94,104
94,120
94,185
94,228
95,118
95,141
95,142
95,422
96,99
96,170
96,239
96,358
97,453
97,478
98,107
98,119
98,180
98,196
99,335
100,371
100,376
101,238
101,246
102,199
102,287
103,144
103,396
103,497
104,465
105,155
105,164
105,171
105,183
105,208
105,379
106,138
106,277
106,364
107,196
107,295
107,373
108,494
109,116
109,193
109,271
109,276
109,469
110,265
110,302
110,360
111,178
111,179
111,202
111,270
111,448
111,484
112,153
112,165
112,226
113,381
115,305
115,447
116,232
116,387
116,436
117,457
117,479
118,188
118,221
118,365
118,456
119,472
120,185
120,415
121,237
121,453
122,151
122,156
122,303
122,362
123,125
123,163
123,288
123,292
123,353
124,152
124,181
124,247
124,314
124,380
124,505
125,168
125,349
126,219
126,385
127,262
127,404
128,132
128,235
129,440
130,429
131,291
131,389
132,175
132,182
133,176
133,259
134,177
135,139
135,204
137,189
137,273
137,317
137,359
138,375
138,487
139,146
139,204
140,145
140,211
141,142
141,212
141,242
142,188
142,191
142,221
142,422
143,194
143,227
143,234
143,464
143,468
145,159
145,214
145,363
146,223
147,386
147,421
148,284
148,294
148,483
149,174
149,192
150,220
150,318
150,423
150,507
151,156
151,206
151,253
151,303
152,343
153,226
153,341
154,210
154,355
154,395
155,171
155,222
155,286
155,491
156,369
156,383
156,414
156,480
157,197
157,350
159,195
159,233
159,282
159,340
160,275
160,370
160,385
160,399
161,258
161,426
161,470
162,312
162,390
163,320
164,172
164,183
164,208
164,286
164,379
166,227
166,460
166,488
166,498
167,177
167,316
167,333
167,409
168,369
169,251
169,325
170,239
170,248
171,222
172,217
172,240
172,285
173,307
174,201
174,397
175,182
175,235
175,306
176,224
177,466
178,202
179,261
179,406
180,342
180,472
181,505
182,187
182,306
183,285
183,461
184,198
184,218
184,438
185,228
185,311
185,331
186,308
189,278
189,326
189,481
190,241
190,412
191,418
191,454
191,493
192,389
192,407
192,489
193,200
193,209
193,225
193,250
194,319
194,463
195,211
195,301
197,350
197,430
197,446
198,213
198,392
198,394
199,337
199,374
199,467
200,209
200,232
200,250
200,276
201,252
201,397
201,433
202,281
203,270
203,283
203,293
203,348
204,223
204,289
205,217
205,296
205,492
206,490
207,243
207,300
207,321
208,461
209,225
209,499
210,355
210,372
211,301
211,329
212,242
212,280
212,330
213,218
214,216
214,363
214,471
215,264
215,310
215,503
216,471
217,240
217,296
217,315
217,338
218,416
219,231
219,309
219,398
219,442
220,268
220,297
221,365
223,289
224,259
224,272
225,499
227,234
228,229
228,331
229,311
229,427
230,236
230,245
231,291
232,387
233,282
234,464
236,402
236,425
236,495
237,324
238,246
238,344
238,424
239,249
239,391
239,400
239,408
239,413
240,315
240,338
240,474
240,504
241,263
241,451
243,321
244,256
244,266
245,356
245,488
246,260
249,298
249,368
251,255
251,357
251,384
252,254
252,420
254,269
254,299
254,403
